ID,OG_category,XENLA_GeneNames,HUMAN_GeneNames,OG_annotation,OG_category_annotation
ENOG411CUUY,U,"golim4.L, golim4.S",GOLIM4,golgi integral membrane protein 4,Intracellular trafficing and secretion
ENOG411CUUZ,O,"nln.L, thop1.L, thop1.S","NLN, THOP1",Neurolysin (Metallopeptidase M3 family),Post-translational modification
ENOG411CUV0,J,"bms1.S, bms1.L",BMS1,"BMS1 homolog, ribosome assembly protein (yeast)",Tranlsation
ENOG411CUV1,S,fam65a.L,RIPOR1,"family with sequence similarity 65, member A",Function Unknown
ENOG411CUV2,Q,loc101731070.L,"CYP11B2, CYP11B1","cytochrome P450, family 11, subfamily B, polypeptide",Secondary Structure
ENOG411CUV3,U,rab3gap2.L,RAB3GAP2,RAB3 GTPase activating protein subunit 2 (Non-catalytic),Intracellular trafficing and secretion
ENOG411CUV5,U,"mff.L, mff.S",MFF,Mitochondrial fission factor,Intracellular trafficing and secretion
ENOG411CUV6,A,"Xelaev18003918m.g, Xelaev18003915m.g",PDCD11,programmed cell death 11,RNA processing and modification
ENOG411CUV7,J,"Xelaev18041663m.g, Xelaev18041662m.g",EXOSC2,Exosome component 2,Tranlsation
ENOG411CUV8,K,NA,PTF1A,"pancreas specific transcription factor, 1a",Transcription
ENOG411CUV9,D,"ccne1.S, ccne2.S, ccne2.L","CCNE1, CCNE2",Cyclin E2,Cell cycle control and mitosis
ENOG411CUVI,E,"slc38a9.S, slc38a9.L",SLC38A9,"Solute carrier family 38, member 9",Amino Acid metabolis and transport
ENOG411CUVJ,C,NA,"CA5B, CA5A",carbonic anhydrase,Energy production and conversion
ENOG411CUVK,S,ccdc148.L,CCDC148,Coiled-coil domain containing 148,Function Unknown
ENOG411CUVM,S,"fam98b.L, loc100488558-like.S, loc100488558-like.L","FAM98A, FAM98B","Family with sequence similarity 98, member",Function Unknown
ENOG411CUVP,C,d2hgdh.S,D2HGDH,D-2-hydroxyglutarate dehydrogenase,Energy production and conversion
ENOG411CUVQ,A,"dhx35.S, dhx35.L",DHX35,DEAH (Asp-Glu-Ala-His) box polypeptide 35,RNA processing and modification
ENOG411CUVS,C,cyb561.S,CYB561,Cytochrome b561,Energy production and conversion
ENOG411CUVT,L,pnkp.S,PNKP,polynucleotide kinase 3'-phosphatase,Replication and repair
ENOG411CUVU,G,eno4.L,ENO4,enolase family member 4,Carbohydrate metabolism and transport
ENOG411CUVV,S,"cdc42ep3.S, cdc42ep3.L",CDC42EP3,cdc42 effector protein (Rho GTPase binding) 3,Function Unknown
ENOG411CUVX,I,"chkb.L, chkb.S, chka.L","CHKA, CHKB",Choline kinase,Lipid metabolism
ENOG411CUVY,T,"lrp1.L, lrp1.S, Xelaev18044543m.g, Xelaev18047063m.g","LRP1, LRP1B",Low density lipoprotein receptor-related protein,Signal Transduction
ENOG411CUW0,Z,tekt4.S,"TEKT4, MAFIP",tektin 4,Cytoskeleton
ENOG411CUW1,T,"pde4c-like.S, pde4a.L, pde4b.L, pde4d-like.L, pde4a.S, pde4c-like.L, pde4b.S, pde4d-like.S","PDE4A, PDE4D, PDE4B, PDE4C",phosphodiesterase,Signal Transduction
ENOG411CUW2,T,"letmd1.L, letmd1.S",LETMD1,LETM1 domain containing 1,Signal Transduction
ENOG411CUW4,S,"msln.S, msln.L","MSLNL, MSLN",mesothelin-like,Function Unknown
ENOG411CUW5,T,"dlgap5.L, dlgap5.S",DLGAP5,"discs, large (Drosophila) homolog-associated protein 5",Signal Transduction
ENOG411CUW6,E,NA,NA,Spermidine synthase,Amino Acid metabolis and transport
ENOG411CUW8,K,"taf9b.L, taf9b.S","TAF9, TAF9B","RNA polymerase II, TATA box binding protein (TBP)-associated factor",Transcription
ENOG411CUW9,G,"mfsd6.S, mfsd6.L",MFSD6,major facilitator superfamily domain containing 6,Carbohydrate metabolism and transport
ENOG411CUWA,S,"zranb2.L, zranb2.S",ZRANB2,"Zinc finger, RAN-binding domain containing 2",Function Unknown
ENOG411CUWB,T,"sema6d.S, sema6c.S, sema6c.L","SEMA6D, SEMA6C","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin)",Signal Transduction
ENOG411CUWC,T,"hunk.S, hunk.L, loc100489196.L",HUNK,Hormonally up-regulated Neu-associated kinase,Signal Transduction
ENOG411CUWD,S,"phc1.S, phc1.L",PHC1,Polyhomeotic homolog 1 (Drosophila),Function Unknown
ENOG411CUWE,A,"nkrf.L, nkrf.S",NKRF,NFKB repressing factor,RNA processing and modification
ENOG411CUWF,K,"Xelaev18021646m.g, Xelaev18021668m.g, Xelaev18024655m.g",GTF2H1,"general transcription factor IIH, polypeptide 1, 62kDa",Transcription
ENOG411CUWG,T,ifngr1.S,IFNGR1,interferon gamma receptor 1,Signal Transduction
ENOG411CUWH,S,loc101734395-like.S,"NA, CEP112",centrosomal protein 112kDa,Function Unknown
ENOG411CUWI,K,hsf2bp.L,HSF2BP,heat shock transcription factor 2 binding protein,Transcription
ENOG411CUWJ,S,"cnppd1.S, cnppd1.L",CNPPD1,Cyclin Pas1 PHO80 domain containing 1,Function Unknown
ENOG411CUWK,T,cdip1.L,CDIP1,cell death-inducing p53 target 1,Signal Transduction
ENOG411CUWM,K,"yap1.L, yap1.S",YAP1,Yes-associated protein 1,Transcription
ENOG411CUWQ,S,zc3h11a.S,"ZC3H11A, ZC3H11B",Zinc finger CCCH-type containing 11A,Function Unknown
ENOG411CUWR,T,"sbf2.L, sbf1.S, sbf2.S, sbf1.L","SBF2, SBF1",SET binding factor,Signal Transduction
ENOG411CUWT,T,"mark1-like.S, mark3.S, mark2.L, mark2.S, mark1-like.L, mark3.L","MARK1, MARK3, MARK2",MAP microtubule affinity-regulating kinase,Signal Transduction
ENOG411CUWU,G,"Xelaev18040077m.g, taldo1.L",TALDO1,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway (By similarity),Carbohydrate metabolism and transport
ENOG411CUWV,A,"cpsf2.S, cpsf2.L",CPSF2,"Cleavage and polyadenylation specific factor 2, 100kDa",RNA processing and modification
ENOG411CUWW,S,loc101731285.L,TMEM266,chromosome 15 open reading frame 27,Function Unknown
ENOG411CUWX,T,"gabrr3.L, gabrr3.S",GABRR3,"gamma-aminobutyric acid (GABA) A receptor, rho 3",Signal Transduction
ENOG411CUWY,A,"supt6h.S, supt6h.L",SUPT6H,suppressor of Ty 6 homolog (S. cerevisiae),RNA processing and modification
ENOG411CUWZ,T,"loc394444.L, loc394444.S, zp3.S",ZP3,Zona pellucida sperm-binding protein,Signal Transduction
ENOG411CUX0,T,"rundc3b.L, rundc3b.S",RUNDC3B,RUN domain containing 3b,Signal Transduction
ENOG411CUX1,O,ankub1.L,ANKUB1,ankyrin repeat and ubiquitin domain containing 1,Post-translational modification
ENOG411CUX2,S,NA,MOSMO,chromosome 16 open reading frame 52,Function Unknown
ENOG411CUX3,A,prpf19.S,PRPF19,PRP19 PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae),RNA processing and modification
ENOG411CUX4,T,"ivns1abp.S, ivns1abp.L",IVNS1ABP,influenza virus NS1A binding protein,Signal Transduction
ENOG411CUX5,K,"znf639.L, znf639.S",ZNF639,zinc finger protein 639,Transcription
ENOG411CUX6,A,"sf3b2.S, sf3b2.L",SF3B2,"Splicing factor 3b, subunit 2, 145kDa",RNA processing and modification
ENOG411CUX7,C,loc101734093-like.S,CYB561D1,cytochrome b-561 domain containing 1,Energy production and conversion
ENOG411CUX8,S,NA,CCDC97,Coiled-coil domain containing 97,Function Unknown
ENOG411CUXA,S,tmem183a.L,"TMEM183A, TMEM183B",transmembrane protein 183A,Function Unknown
ENOG411CUXB,Z,"ssfa2.S, ssfa2.L",ITPRID2,Sperm specific antigen 2,Cytoskeleton
ENOG411CUXC,P,p2rx7.L,P2RX7,"purinergic receptor P2X, ligand-gated ion channel, 7",Inorganic ion transport and metabolism
ENOG411CUXD,S,tmem53.L,TMEM53,transmembrane protein 53,Function Unknown
ENOG411CUXE,S,NA,SSPN,sarcospan,Function Unknown
ENOG411CUXF,O,"gpx4.S, gpx4.L",GPX4,Glutathione peroxidase 4,Post-translational modification
ENOG411CUXG,S,"klhdc10.L, klhdc10.S",KLHDC10,Kelch domain containing 10,Function Unknown
ENOG411CUXH,T,"dlc1.S, stard13.S, stard13.L, dlc1.L","DLC1, STARD13",StAR-related lipid transfer (START) domain containing 13,Signal Transduction
ENOG411CUXI,T,"vegfc.S, vegfc.L",VEGFC,vascular endothelial growth factor c,Signal Transduction
ENOG411CUXJ,P,"slc5a7-like.2.L, slc5a7.L, slc5a7.S",SLC5A7,"solute carrier family 5 (choline transporter), member 7",Inorganic ion transport and metabolism
ENOG411CUXN,U,"ano5.L, ano5.S",ANO5,May act as a calcium-activated chloride channel (By similarity),Intracellular trafficing and secretion
ENOG411CUXP,UY,NA,NUP107,Nucleoporin 107kDa,NA
ENOG411CUXQ,P,"slc26a9.S, slc26a9.L",SLC26A9,Solute carrier family 26 member 9,Inorganic ion transport and metabolism
ENOG411CUXR,I,"dgkh-like.S, dgkd-like.L, loc100496859-like.L, dgkd-like.S","DGKH, DGKD, DGKK",Diacylglycerol kinase,Lipid metabolism
ENOG411CUXU,T,Xetrov90024317m.L,NA,NA,Signal Transduction
ENOG411CUXV,K,"nfkbid.S, nfkbid.L",NFKBID,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta",Transcription
ENOG411CUXW,T,"cadps.S, cadps2-like.S, cadps.L, cadps2-like.L","CADPS, CADPS2",Ca -dependent secretion activator,Signal Transduction
ENOG411CUXX,T,"bgn.S, aspn.S, aspn.L, bgn.L","ASPN, BGN",Biglycan,Signal Transduction
ENOG411CUXZ,JT,"samd4b.L, samd4b.S, samd4a.S, samd4a.L","SAMD4A, SAMD4B",sterile alpha motif domain containing,NA
ENOG411CUY0,S,mphosph9.L,MPHOSPH9,M-phase phosphoprotein 9,Function Unknown
ENOG411CUY1,T,"dyrk1a.S, dyrk1a.L",DYRK1A,Dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a,Signal Transduction
ENOG411CUY2,S,"sesn2.S, sesn1.S, sesn3.S","SESN1, SESN3, SESN2",Sestrin 1,Function Unknown
ENOG411CUY3,O,spata5.L,SPATA5,Spermatogenesis associated 5,Post-translational modification
ENOG411CUY4,T,"loc100497751.L, pebp1.L",PEBP1,Phosphatidylethanolamine binding protein 1,Signal Transduction
ENOG411CUY5,Z,actr1a.S,"ACTR1A, ACTR1B",ARP1 actin-related protein 1 homolog,Cytoskeleton
ENOG411CUY6,A,"ddx49.L, ddx49.S",DDX49,DEAD (Asp-Glu-Ala-Asp) box polypeptide 49,RNA processing and modification
ENOG411CUY7,T,"smg1.S, smg1.L",SMG1,"SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)",Signal Transduction
ENOG411CUY8,G,engase.L,ENGASE,endo-beta-N-acetylglucosaminidase,Carbohydrate metabolism and transport
ENOG411CUYA,K,"znf516.L, znf516.S, znf536.S, znf536.L","ZNF516, ZNF536",Zinc finger protein,Transcription
ENOG411CUYC,T,"klhl2.L, klhl2.S","KLHL3, KLHL2","kelch-like 2, Mayven (Drosophila)",Signal Transduction
ENOG411CUYF,T,nek4.S,NEK4,NIMA-related kinase 4,Signal Transduction
ENOG411CUYG,U,"vti1b.L, vti1b.S",VTI1B,Vesicle transport through interaction with t-SNAREs homolog,Intracellular trafficing and secretion
ENOG411CUYH,S,cfap36.L,CFAP36,Coiled-coil domain containing 104,Function Unknown
ENOG411CUYI,A,"dcaf13.S, dcaf13.L",DCAF13,ddb1 and cul4 associated factor 13,RNA processing and modification
ENOG411CUYJ,O,"pofut2.S, pofut2.L",POFUT2,O-fucosyltransferase 2,Post-translational modification
ENOG411CUYK,K,"loc100492687.S, Xelaev18032691m.g, loc100490559.L, znf33a.L, Xelaev18001441m.g",ZNF202,Zinc finger protein 202,Transcription
ENOG411CUYN,S,"heatr5a.L, heatr5b.L","HEATR5B, HEATR5A",HEAT repeat containing,Function Unknown
ENOG411CUYP,S,"ankrd37.S, ankrd37.L",ANKRD37,ankyrin repeat domain 37,Function Unknown
ENOG411CUYQ,U,"cdh15.L, cdh15.S",CDH15,Cadherins are calcium dependent cell adhesion proteins (By similarity),Intracellular trafficing and secretion
ENOG411CUYR,S,c6orf118.S,C6orf118,chromosome 6 open reading frame 118,Function Unknown
ENOG411CUYS,S,tango2.L,TANGO2,Chromosome 22 open reading frame 25,Function Unknown
ENOG411CUYV,T,"Xetrov90013468m.L, grm1.S, grm5.S, grm1.L, grm5.L","GRM1, GRM5","glutamate receptor, metabotropic",Signal Transduction
ENOG411CUYW,E,dph7.L,DPH7,WD repeat domain 85,Amino Acid metabolis and transport
ENOG411CUYX,T,Xelaev18025880m.g,LDLRAP1,low density lipoprotein receptor adaptor protein 1,Signal Transduction
ENOG411CUYY,T,"cd276.L, cd276.S, Xelaev18000893m.g",CD276,Cd276 molecule,Signal Transduction
ENOG411CUYZ,S,kiaa0556.L,KIAA0556,kiaa0556,Function Unknown
ENOG411CUZ0,J,tufm.S,TUFM,This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis (By similarity),Tranlsation
ENOG411CUZ1,S,cep95.L,CEP95,centrosomal protein 95kDa,Function Unknown
ENOG411CUZ2,S,"c2orf42.S, c2orf42.L",C2orf42,Chromosome 2 open reading frame 42,Function Unknown
ENOG411CUZ3,P,"slc4a11.L, slc4a11.S",SLC4A11,"solute carrier family 4, sodium borate transporter, member 11",Inorganic ion transport and metabolism
ENOG411CUZ4,Z,nin.L,NIN,Ninein (GSK3B interacting protein),Cytoskeleton
ENOG411CUZ5,S,"fam43b.L, fam43a.L, fam43a.S","FAM43A, FAM43B","family with sequence similarity 43, member",Function Unknown
ENOG411CUZ8,I,inpp5f.L,INPP5F,Inositol polyphosphate-5-phosphatase F,Lipid metabolism
ENOG411CUZ9,O,ctsf.L,CTSF,Cathepsin F,Post-translational modification
ENOG411CUZA,E,"nags.S, nags.L",NAGS,n-acetylglutamate synthase,Amino Acid metabolis and transport
ENOG411CUZB,S,"c1orf52.L, c1orf52.S",C1orf52,Chromosome 1 open reading frame 52,Function Unknown
ENOG411CUZC,K,"rara.L, rarg-like.1.S, rarb.L, rara.S, rarb.S, rarg-like.1.L","RARA, RARB, RARG",retinoic acid receptor,Transcription
ENOG411CUZD,S,"dcun1d2.L, dcun1d1.S","DCUN1D1, DCUN1D2","DCN1, defective in cullin neddylation 1, domain containing",Function Unknown
ENOG411CUZF,U,"clcc1.S, clcc1.L, Xetrov90012221m.L",CLCC1,Chloride channel CLIC-like 1,Intracellular trafficing and secretion
ENOG411CUZG,S,depdc4.L,DEPDC4,DEP domain containing 4,Function Unknown
ENOG411CUZH,D,"cdca8.L, cdca8.S",CDCA8,cell division cycle associated 8,Cell cycle control and mitosis
ENOG411CUZI,T,"ap1ar.L, ap1ar.S",AP1AR,Adaptor-related protein complex 1 associated regulatory protein,Signal Transduction
ENOG411CUZK,T,"speg.S, speg.L",SPEG,SPEG complex locus,Signal Transduction
ENOG411CUZM,M,"loc100497775.L, loc100497775.S",NA,Ankyrin repeat,Cell wall/membrane/envelop biogenesis
ENOG411CUZN,T,gp1ba.L,GP1BA,"glycoprotein Ib (platelet), alpha polypeptide",Signal Transduction
ENOG411CUZP,S,None,SH2D5,SH2 domain containing 5,Function Unknown
ENOG411CUZQ,A,loc100490733-like.S,NXF2; NXF2B,Nuclear RNA export factor,RNA processing and modification
ENOG411CUZR,S,"cipc.S, cipc.L",CIPC,kiaa1737,Function Unknown
ENOG411CUZS,K,zbtb5.S,ZBTB5,Zinc finger and BTB domain containing 5,Transcription
ENOG411CUZT,F,"gda.S, gda.L",GDA,Guanine deaminase,Nucleotide metabolism and transport
ENOG411CUZU,O,NA,PCSK2,proprotein convertase subtilisin kexin type 2,Post-translational modification
ENOG411CUZV,S,lim2.L,LIM2,"lens intrinsic membrane protein 2, 19kDa",Function Unknown
ENOG411CUZW,A,rngtt.S,RNGTT,RNA guanylyltransferase and 5'-phosphatase,RNA processing and modification
ENOG411CUZX,O,"lgmn.S, lgmn.L",LGMN,legumain,Post-translational modification
ENOG411CUZZ,S,"cfap58.L, cfap58.S",CFAP58,Coiled-coil domain containing 147,Function Unknown
ENOG411CV00,T,"disp1.S, disp1.L",DISP1,dispatched homolog 1 (Drosophila),Signal Transduction
ENOG411CV01,S,"minpp1.L, minpp1.S",MINPP1,Multiple inositol-polyphosphate phosphatase 1,Function Unknown
ENOG411CV02,T,bsg.S,BSG,basigin (Ok blood group),Signal Transduction
ENOG411CV03,W,NA,CTNNAL1,"catenin (cadherin-associated protein), alpha-like 1",NA
ENOG411CV04,P,"calhm2.L, calhm2.S",CALHM2,calcium homeostasis modulator 2,Inorganic ion transport and metabolism
ENOG411CV05,T,"sgk3.S, sgk3.L",SGK3,"serum glucocorticoid regulated kinase family, member 3",Signal Transduction
ENOG411CV06,P,ca1.L,CA1,carbonic anhydrase I,Inorganic ion transport and metabolism
ENOG411CV08,T,"map2k4.S, map2k4.L",MAP2K4,Mitogen-activated protein kinase kinase 4,Signal Transduction
ENOG411CV0D,Q,"loc100493828.L, abcc5.L, abcc5.S",ABCC5,"ATP-binding cassette, subfamily C (CFTR MRP), member 5",Secondary Structure
ENOG411CV0E,S,"Xetrov90018580m.L, loc100492889.L, nnmt.L, Xelaev18035520m.g, Xelaev18038259m.g, Xelaev18035528m.g, Xelaev18037442m.g, Xelaev18035530m.g, Xelaev18038253m.g, Xelaev18037441m.g, Xelaev18035526m.g, Xelaev18035534m.g, Xelaev18035533m.g, inmt.L, Xelaev18038255m.g, loc100145174.S, Xelaev18038258m.g, Xetrov90000161m.L, Xelaev18038257m.g, Xelaev18038252m.g, loc100497161.L","NNMT, INMT",N-methyltransferase,Function Unknown
ENOG411CV0F,Y,"narf.L, narf.S",NARF,Nuclear prelamin A recognition factor,Nuclear structure
ENOG411CV0G,A,NA,DAZL,Deleted in azoospermia-like,RNA processing and modification
ENOG411CV0H,L,eme1.L,EME1,essential meiotic endonuclease 1 homolog 1 (S. pombe),Replication and repair
ENOG411CV0I,A,pcf11.S,PCF11,"PCF11, cleavage and polyadenylation factor subunit, homolog (S. cerevisiae)",RNA processing and modification
ENOG411CV0J,Z,"cobl.L, Xelaev18033270m.g, cobl.S",COBL,cordon-bleu homolog (mouse),Cytoskeleton
ENOG411CV0N,S,loc100488904-like.L,FAAP100,Chromosome 17 open reading frame 70,Function Unknown
ENOG411CV0P,T,"nrxn1-like.2.L, nrxn1-like.2.S",NA,Laminin G domain,Signal Transduction
ENOG411CV0Q,BD,"ncaph.L, ncaph.S",NCAPH,"Regulatory subunit of the condensin complex, a complex required for conversion of interphase chromatin into mitotic-like condense chromosomes. The condensin complex probably introduces positive supercoils into relaxed DNA in the presence of type I topoisomerases and converts nicked DNA into positive knotted forms in the presence of type II topoisomerases (By similarity)",NA
ENOG411CV0R,U,NA,PEX19,peroxisomal biogenesis factor 19,Intracellular trafficing and secretion
ENOG411CV0S,T,MGC146459.L,SERGEF,Secretion regulating guanine nucleotide exchange factor,Signal Transduction
ENOG411CV0T,H,"ahcyl1.S, ahcyl2.L, ahcyl2.S","AHCYL1, AHCYL2",adenosylhomocysteinase,Coenzyme metabolis
ENOG411CV0U,O,"crbn.L, crbn.S",CRBN,"Component of some DCX (DDB1-CUL4-X-box) E3 protein ligase complex, a complex that mediates the ubiquitination and subsequent proteasomal degradation of target proteins and is required for limb outgrowth and expression of the fibroblast growth factor FGF8. In the complex, may act as a substrate receptor",Post-translational modification
ENOG411CV0V,T,ackr4.L,ACKR4,chemokine C-C motif receptor-like 1,Signal Transduction
ENOG411CV0W,Q,"hsd17b12.L, hsd17b12.S",HSD17B12,hydroxysteroid (17-beta) dehydrogenase 12,Secondary Structure
ENOG411CV0X,K,"atxn7l3.S, atxn7l3.L",ATXN7L3,Ataxin 7-like 3,Transcription
ENOG411CV0Y,T,"ccr9.L, cxcr6.L","CCR9, CXCR6",motif receptor,Signal Transduction
ENOG411CV0Z,I,acaa1.L,ACAA1,acetyl-CoA acyltransferase 1,Lipid metabolism
ENOG411CV10,H,mocs1.L,MOCS1,Molybdenum cofactor synthesis 1,Coenzyme metabolis
ENOG411CV11,T,tp53rk.1,TP53RK,TP53 regulating kinase,Signal Transduction
ENOG411CV12,E,hgd.L,HGD,"homogentisate 1,2-dioxygenase",Amino Acid metabolis and transport
ENOG411CV13,Z,"kif20a.L, kif20a.S",KIF20A,Kinesin family member 20A,Cytoskeleton
ENOG411CV14,S,ttc25.L,TTC25,Tetratricopeptide repeat domain 25,Function Unknown
ENOG411CV15,S,None,NA,NA,Function Unknown
ENOG411CV16,U,pxmp2.L,PXMP2,"Peroxisomal membrane protein 2, 22kDa",Intracellular trafficing and secretion
ENOG411CV19,DO,"birc6.S, birc6.L",BIRC6,baculoviral IAP repeat containing 6,NA
ENOG411CV1B,T,"arhgef33.L, arhgef33.S",ARHGEF33,Rho guanine nucleotide exchange factor (GEF) 33,Signal Transduction
ENOG411CV1C,K,"poldip3.S, poldip3.L",POLDIP3,"Polymerase (DNA-directed), delta interacting protein 3",Transcription
ENOG411CV1D,S,"macc1.S, macc1.L",MACC1,metastasis associated in colon cancer 1,Function Unknown
ENOG411CV1E,UY,"Xelaev18013967m.g, Xelaev18002023m.g, Xelaev18016499m.g, Xelaev18000698m.g",NUP98,nucleoporin 98kDa,NA
ENOG411CV1F,S,"c16orf70.S, c16orf70.L",C16orf70,Chromosome 16 open reading frame 70,Function Unknown
ENOG411CV1H,VW,"loc100493937.L, muc5ac.L, Xelaev18024293m.g, loc100493606.L, Xelaev18024300m.g, Xelaev18024302m.g, loc100498539.1, loc100494280.L, Xetrov90010884m.L, Xelaev18022081m.g, Xetrov90010614m.S, Xelaev18003989m.g, loc100495470.S, Xelaev18024299m.g, unnamed.L, loc100494280.S, loc101730818.L, loc101734049.S",MUC6,oligomeric mucus gel-forming,NA
ENOG411CV1I,O,"senp1.S, senp1.L","SENP2, SENP1",SUMO1 sentrin specific peptidase 1,Post-translational modification
ENOG411CV1J,T,"plekho2.S, plekho2.L","PLEKHO2, NA","pleckstrin homology domain containing, family O member 2",Signal Transduction
ENOG411CV1K,O,ctsv.L,"CTSL, CTSV",cathepsin,Post-translational modification
ENOG411CV1M,S,c19orf52.L,TIMM29,Chromosome 19 open reading frame 52,Function Unknown
ENOG411CV1N,IT,"cerkl.S, cerkl.L",CERKL,Ceramide kinase-like,NA
ENOG411CV1P,I,"lipc.L, lipc.S",LIPC,"Lipase, hepatic",Lipid metabolism
ENOG411CV1R,A,nrde2.L,NRDE2,"nrde-2 necessary for RNA interference, domain containing",RNA processing and modification
ENOG411CV1S,J,NA,ETF1,eukaryotic translation termination factor 1,Tranlsation
ENOG411CV1T,T,"Xelaev18014826m.g, Xelaev18012267m.g, Xelaev18012263m.g",ANKS1A,Ankyrin repeat and sterile alpha motif domain containing,Signal Transduction
ENOG411CV1V,K,polr3b.S,POLR3B,polymerase (RNA) III (DNA directed) polypeptide B,Transcription
ENOG411CV1W,T,"plekhm2.S, plekhm2.L",PLEKHM2,"pleckstrin homology domain containing, family M (with RUN domain) member 2",Signal Transduction
ENOG411CV1X,T,"Xetrov90024587m.S, Xetrov90024587m.L",NA,TGF-beta receptor type-2-like,Signal Transduction
ENOG411CV1Y,S,"ccdc141.L, ccdc141.S",CCDC141,Coiled-coil domain containing 141,Function Unknown
ENOG411CV1Z,J,"tarsl2.S, tars2.L, tarsl2.L, tars.L","TARS, TARSL2",Threonyl-tRNA,Tranlsation
ENOG411CV20,T,"stil.L, stil.S",STIL,Scl Tal1 interrupting locus,Signal Transduction
ENOG411CV21,S,"c20orf194.S, c20orf194.L",C20orf194,chromosome 20 open reading frame 194,Function Unknown
ENOG411CV23,K,ss18.S,SS18,"synovial sarcoma translocation, Chromosome 18",Transcription
ENOG411CV24,L,bccip.S,BCCIP,May promote cell cycle arrest by enhancing the inhibition of CDK2 activity by CDKN1A. May be required for repair of DNA damage by homologous recombination in conjunction with BRCA2. May not be involved in non-homologous end joining (NHEJ) (By similarity),Replication and repair
ENOG411CV25,K,None,"ZIK1, ZNF530, ZNF83",zinc finger protein interacting with K protein 1,Transcription
ENOG411CV26,S,NA,CNPY3,Canopy 3 homolog (Zebrafish),Function Unknown
ENOG411CV28,T,map3k4.S,MAP3K4,Mitogen-activated protein kinase kinase kinase 4,Signal Transduction
ENOG411CV29,J,rps6kl1.L,RPS6KL1,ribosomal protein S6 kinase-like 1,Tranlsation
ENOG411CV2A,K,det1.L,DET1,de-etiolated homolog 1 (Arabidopsis),Transcription
ENOG411CV2C,O,"mea1.L, mea1.S",MEA1,male-enhanced antigen 1,Post-translational modification
ENOG411CV2D,MO,pigh.L,PIGH,"phosphatidylinositol glycan anchor biosynthesis, class H",NA
ENOG411CV2F,S,wdr96.L,CFAP43,WD repeat domain 96,Function Unknown
ENOG411CV2G,S,"mfsd13a.S, mfsd13a.L",MFSD13A,Transmembrane protein 180,Function Unknown
ENOG411CV2H,Z,"Xelaev18012903m.g, utrn-like.1.S, utrn-like.1.L","UTRN, DMD",Utrophin,Cytoskeleton
ENOG411CV2K,S,"kiaa1328.S, kiaa1328.L, Xetrov90003825m.L",KIAA1328,kiaa1328,Function Unknown
ENOG411CV2M,L,"rad23b.L, rad23b.S","RAD23B, RAD23A",RAD23 homolog B (S. cerevisiae),Replication and repair
ENOG411CV2N,K,None,ZNF451,Zinc finger protein 451,Transcription
ENOG411CV2P,S,fbxo9.S,FBXO9,f-box protein 9,Function Unknown
ENOG411CV2Q,T,"osmr.L, osmr.S",OSMR,oncostatin M receptor,Signal Transduction
ENOG411CV2R,S,"mief1.L, mief1.S",MIEF1,"Smith-Magenis syndrome chromosome region, candidate 7-like",Function Unknown
ENOG411CV2S,U,acbd5.L,ACBD5,Acyl-CoA binding domain containing 5,Intracellular trafficing and secretion
ENOG411CV2U,C,"cybrd1.S, cybrd1.L",CYBRD1,cytochrome b reductase 1,Energy production and conversion
ENOG411CV2V,O,"ube2n.L, ube2n.S",UBE2N,ubiquitin-conjugating enzyme,Post-translational modification
ENOG411CV2W,Q,"cyp11a1.S, loc100495360.L",CYP11A1,Cytochrome P450 family 11 subfamily A polypeptide 1,Secondary Structure
ENOG411CV2X,O,"lnx1.L, lnx1.S",LNX1,"ligand of numb-protein X 1, E3 ubiquitin protein ligase",Post-translational modification
ENOG411CV2Y,I,"elovl6.L, elovl6.S",ELOVL6,ELOVL fatty acid elongase 6,Lipid metabolism
ENOG411CV2Z,U,exoc4-like.L,EXOC4,Exocyst complex component 4,Intracellular trafficing and secretion
ENOG411CV30,O,fkbp14.L,FKBP14,"FK506 binding protein 14, 22 kDa",Post-translational modification
ENOG411CV31,K,"evx2.L, evx2.S",EVX2,Even-skipped homeobox 2,Transcription
ENOG411CV32,K,"nr1d2.S, nr1d2.L",NR1D2,"Nuclear receptor subfamily 1, group D, member",Transcription
ENOG411CV33,S,unc93b1.L,UNC93B1,unc-93 homolog B1 (C. elegans),Function Unknown
ENOG411CV35,C,"pdhx.L, pdhx.S, dlat.S","PDHX, DLAT",pyruvate dehydrogenase complex component X,Energy production and conversion
ENOG411CV36,MW,"chst11.L, chst11.S",CHST11,carbohydrate (chondroitin 4) sulfotransferase 11,NA
ENOG411CV38,S,ino80b.S,INO80B,INO80 complex subunit B,Function Unknown
ENOG411CV39,K,"tnks2.S, Xelaev18009714m.g, Xelaev18000132m.g","TNKS, TNKS2","tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase",Transcription
ENOG411CV3A,T,"klhl4.S, klhl5.L, klhl4.L","KLHL5, KLHL4, KLHL1",kelch-like,Signal Transduction
